t,x,y,z,pen
0.9666666666666667,0.7077673529166466,0.36213903191910707,0.23378214904887348,1.0
1.0,0.6982756737531479,0.3927797830064008,0.19134428305634807,1.0
1.0333333333333334,0.6955871002459463,0.40149871222935196,0.22062906169738947,1.0
1.0666666666666667,0.7009660574602921,0.4131534937219266,0.17317560571846663,1.0
1.1,0.6915908787104954,0.4363494304325825,0.2197942606657161,1.0
1.1333333333333333,0.6990142324442482,0.44355381085062934,0.21746084305243416,1.0
1.1666666666666667,0.6923176363317125,0.462388258096311,0.21242035707080198,1.0
1.2,0.6864991529585525,0.48565155091873113,0.18836718327180996,1.0
1.2333333333333334,0.7006556781848668,0.4995457908426751,0.20404228790087922,1.0
1.2666666666666666,0.704165031620242,0.5121164481612761,0.22841964044623833,1.0
1.3,0.7043565627336865,0.5383957293071528,0.22329727962222057,1.0
1.3333333333333333,0.7047255293302351,0.5550644720834715,0.20151187221485772,1.0
1.3666666666666667,0.6373733312454268,0.653386515173856,0.1846097071964659,1.0
1.4,0.6914635493889075,0.5848840500788112,0.18862901091704715,1.0
1.4333333333333333,0.6938211733719312,0.5937419935195706,0.2053683415941783,1.0
1.4666666666666666,0.702152031695022,0.6246014114852677,0.19972170662951813,1.0
1.5,0.7062510385552769,0.6417469222939685,0.22300331272299384,1.0
1.5333333333333334,0.6858081765623381,0.6573721023152205,0.20679240016497286,1.0
1.5666666666666667,0.7025426281171201,0.6688940311730842,0.20765514320541523,1.0
1.6,0.7019164853215143,0.6811798534821015,0.1619672940324801,1.0
1.6333333333333333,0.6993465116325555,0.6951776089088759,0.2216032682507577,1.0
1.6666666666666667,0.6982674009640277,0.700500852136642,0.18300788088779715,1.0
1.7,0.6802695985259446,0.6999308016298804,0.1702924963147291,1.0
1.7333333333333334,0.6684707773524343,0.6993635664793134,0.17628560389989534,1.0
1.7666666666666666,0.6356106028076133,0.7030783128032818,0.19404831922113341,1.0
1.8,0.6301532828540244,0.6985830722208823,0.23632951881762287,1.0
1.8333333333333333,0.6163678608523089,0.7005197155779312,0.17025854260649204,1.0
1.8666666666666667,0.6098840343981365,0.7055049279006658,0.22133869734010359,1.0
1.9,0.5836193697206034,0.7054999287329475,0.2074189367018882,1.0
1.9333333333333333,0.5703458011338207,0.6990868422495502,0.17052224103916083,1.0
1.9666666666666666,0.556173126086819,0.6883902421803417,0.1952012665748393,1.0
2.0,0.5321061984029354,0.693742839154093,0.2122624627267316,1.0
2.033333333333333,0.5154646884582093,0.6973787900464162,0.21039683461955283,1.0
2.066666666666667,0.4971405257566495,0.7083338798490298,0.2070291015237463,1.0
2.1,0.48048733541232663,0.6883344101440867,0.17384493606197707,1.0
2.1333333333333333,0.47318765137527685,0.6996963756213319,0.19433749868640932,1.0
2.1666666666666665,0.45985950968545614,0.6923041045355566,0.18828684400317283,1.0
2.2,0.4304978072727824,0.7035180236891878,0.18672929603391908,1.0
2.2333333333333334,0.4129861595749825,0.6903691036186893,0.21458698808035714,1.0
2.2666666666666666,0.4048368361510901,0.697141739515593,0.203266798910826,1.0
2.3,0.15979905924821153,1.0149895756809528,0.22755901905445045,1.0
2.3333333333333335,0.3674810510710695,0.7138621809207752,0.18425614515685684,1.0
2.3666666666666667,0.3534817065003458,0.6988269650330013,0.21131635693656187,1.0
2.4,0.3332900651753808,0.696632811337545,0.18264766471356597,1.0
2.433333333333333,0.3350628871009601,0.6995359296416547,0.15966678619533511,1.0
2.466666666666667,0.29610839635257996,0.7040682383627439,0.18999983133630505,1.0
2.5,0.30816267721491153,0.7060143896370638,0.1969532272835153,1.0
2.533333333333333,0.29716670434334375,0.6773045272911672,0.1860006691537335,1.0
2.566666666666667,0.29116114155200623,0.6738930444158652,0.23181401574252125,1.0
2.6,0.2924631715816336,0.6429099021458812,0.16462976285826167,1.0
2.6333333333333333,0.29421687461560697,0.6146953125256336,0.1771544208673616,1.0
2.6666666666666665,0.30778149239880315,0.6145926314898799,0.2170916846970682,1.0
2.7,0.2970661856169477,0.6105640037819587,0.20398435966027714,1.0
2.7333333333333334,0.2977079862471391,0.5986478774855597,0.19351056287429122,1.0
2.7666666666666666,0.29267265990164315,0.5678781266784273,0.1992232992288384,1.0
2.8,0.30639794731899755,0.5444701964530131,0.21609433862958996,1.0
2.8333333333333335,0.3051164908234457,0.5293272095817229,0.20326488011445357,1.0
2.8666666666666667,0.29501548825887397,0.5307415151097106,0.18591720875439668,1.0
2.9,0.2972815533379877,0.4936049718682198,0.19307757449653654,1.0
2.933333333333333,0.2999647438398186,0.4879400681454014,0.187790267078686,1.0
2.966666666666667,0.29888535624797047,0.45816773046818243,0.1834519554646769,1.0
3.0,0.3165348453496557,0.45624745915016873,0.18437151916645372,1.0
3.033333333333333,0.29197561655083026,0.4274798363497354,0.1995661828097253,1.0
3.066666666666667,0.3002083667301551,0.4122005030610815,0.17426851066524712,1.0
3.1,0.30853427103149067,0.4027101127077705,0.1925086396086413,1.0
3.1333333333333333,0.29867603275310345,0.38015615057857927,0.14127909107965775,1.0
3.1666666666666665,0.30069397096255573,0.3602434002084921,0.17994631401934363,1.0
3.2,0.29615842556765776,0.3543938102882678,0.17658938383184636,1.0
3.2333333333333334,0.29139431124195525,0.33717244578436756,0.21508737809279102,1.0
3.2666666666666666,0.29424639775323463,0.32004105273042444,0.19416735139170496,1.0
3.3,0.30180775305932134,0.2924342383196068,0.21665788898721672,1.0
3.3333333333333335,0.307219553724699,0.3038224394137571,0.6111667992339028,0.0
3.3666666666666667,0.2910027126996272,0.31520014213076525,0.599491093666149,0.0
3.4,0.32639045423164925,0.3234892593329011,0.601107299498271,0.0
3.433333333333333,0.3433817953398609,0.33932636194584714,0.5907335172058026,0.0
3.466666666666667,0.36192397741109017,0.3479132519018398,0.6206031039564776,0.0
3.5,0.3692426929642013,0.3633559843101236,0.5942003620786137,0.0
3.533333333333333,0.37629822020130865,0.38586856892863847,0.6069580352394094,0.0
3.566666666666667,0.3921137684036264,0.3888412356602201,0.6060343218700214,0.0
3.6,0.4148352227319607,0.40840789099461783,0.6083670500177845,0.0
3.6333333333333333,0.4204711098239743,0.4231326879633293,0.5941743417721262,0.0
3.6666666666666665,0.43812788922148627,0.42730500128542204,0.6128838104637938,0.0
3.7,0.44862040511038015,0.45215164840589633,0.5931937974506758,0.0
3.7333333333333334,0.4519221671362446,0.4435646231752265,0.22378308824976925,1.0
3.7666666666666666,0.4476734693162815,0.4516593039534302,0.2047133213907927,1.0
3.8,0.474566527395318,0.4674582314950587,0.1950418308944183,1.0
3.8333333333333335,0.4651336696668562,0.47253655053973503,0.19960245977915814,1.0
3.8666666666666667,0.49172235924045743,0.48531169869805574,0.16941814250143108,1.0
3.9,0.5016343587819855,0.48710362495753357,0.18241080570591367,1.0
3.933333333333333,0.506217356965153,0.49706988649084977,0.19265194801243804,1.0
3.966666666666667,0.5065758738283482,0.5103324905769911,0.21986672408899302,1.0
4.0,0.3036000123435595,0.6631198726432207,0.21893723175991253,1.0
4.033333333333333,0.5187774252068684,0.5161406724698189,0.18061975138483588,1.0
4.066666666666666,0.5296876390465097,0.5250592706559148,0.1847025206942696,1.0
4.1,0.5417096316928077,0.5390295093261158,0.1921085748315258,1.0
4.133333333333334,0.5491423276823755,0.5529411138630972,0.1781100737474071,1.0
4.166666666666667,0.5490118276425149,0.5582873099886876,0.2143788113163011,1.0
4.2,0.5618865089281017,0.5675008429148244,0.17823576541761807,1.0
4.233333333333333,0.5595462256289523,0.5632220084879176,0.2024508819107208,1.0
4.266666666666667,0.5715392688231136,0.573392480535136,0.18049999761799398,1.0
4.3,0.58048795144822,0.5781818030018314,0.20734932411491228,1.0
4.333333333333333,0.4287062077249105,0.7618550422055482,0.19585468409058646,1.0
4.366666666666666,0.5965138045649285,0.6031875072938171,0.2017811207747844,1.0
